9,9,1,6,6,6,6,6,6,3,24,24,24,24,24,24,
9,9,5,24,24,24,24,24,24,24,24,24,24,24,24,24,
9,9,5,24,24,24,24,24,24,24,24,24,24,24,24,24,
9,9,5,24,24,24,24,24,24,24,24,24,24,24,24,24,
9,9,5,24,24,24,24,24,24,24,24,24,24,24,24,24,
9,9,5,24,24,24,24,24,24,24,24,24,24,24,24,24,
9,9,2,6,3,1,24,24,24,24,24,24,24,24,24,24,
9,12,9,9,37,5,24,24,24,24,24,24,24,24,24,24,
9,9,9,9,9,5,24,24,24,24,24,24,24,24,24,24,
9,9,9,9,10,2,6,6,6,6,6,4,24,24,24,24,
9,9,9,9,9,9,9,9,9,9,9,5,24,24,24,24,
9,9,9,9,9,9,9,9,9,9,9,2,6,6,3,1,
9,12,9,9,9,9,9,9,9,9,9,9,9,9,9,5,
9,9,1,6,6,6,3,1,9,9,9,9,9,12,9,5,
9,9,5,24,24,24,24,5,9,9,9,9,9,9,9,5,
9,9,5,24,24,24,24,5,9,9,9,9,9,9,9,5,
