7,6,6,6,6,6,3,3,3,3,3,3,6,6,6,6,
1,14,11,9,9,9,9,9,9,9,9,9,9,10,9,9,
1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
1,9,9,9,9,9,9,9,9,12,9,9,9,9,9,9,
1,9,9,9,9,9,9,9,1,6,6,6,6,6,6,6,
5,10,9,9,9,9,9,9,5,24,24,24,24,24,24,24,
2,6,6,6,6,6,6,6,3,24,24,24,24,24,24,24,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
24,24,24,24,24,24,24,24,24,24,24,1,2,6,6,6,
24,24,24,24,24,24,24,24,24,24,24,5,11,9,9,9,
24,24,24,24,24,24,24,24,24,24,24,5,9,9,9,9,
24,24,24,24,24,24,24,24,24,24,24,5,9,9,9,9,
