24,25,3,9,9,9,9,28,27,24,24,24,24,24,5,9,
25,3,12,9,9,9,28,27,24,24,24,24,24,24,5,10,
3,9,9,9,9,28,27,24,24,24,24,24,24,24,5,9,
9,9,9,9,28,27,24,24,24,24,24,24,24,24,5,9,
9,9,9,28,27,24,24,24,24,24,24,24,24,24,5,9,
9,9,28,27,24,24,24,24,24,24,24,24,24,24,5,9,
9,28,27,24,24,24,24,24,24,24,24,24,24,24,5,9,
3,27,24,24,25,6,6,6,6,6,1,24,24,24,5,9,
24,24,24,25,3,11,9,9,9,9,2,30,24,24,5,9,
6,6,6,3,9,9,9,9,9,9,38,6,6,6,3,9,
9,9,12,9,9,9,9,9,9,9,9,9,9,9,9,9,
35,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,
6,6,6,33,9,9,9,9,9,9,9,29,6,6,6,6,
24,24,24,31,34,9,9,9,9,9,29,27,24,24,24,24,
24,24,24,24,31,6,6,6,6,6,27,24,24,24,24,24,
