24,24,24,24,24,24,24,5,9,9,9,5,24,24,24,24,
24,24,24,24,24,24,24,5,9,10,9,5,24,24,24,24,
24,24,24,24,24,24,24,4,9,9,9,5,24,24,24,25,
24,24,24,24,24,24,24,4,9,9,9,2,6,6,6,3,
24,24,24,24,24,24,24,4,9,9,9,9,9,9,9,9,
24,24,24,24,24,24,24,4,9,9,9,9,9,9,10,9,
24,24,24,24,24,24,24,4,37,9,9,9,9,9,9,9,
24,24,24,24,24,24,24,2,6,6,6,6,6,6,6,6,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,5,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,5,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,5,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
