24,24,24,24,24,24,1,6,6,6,6,6,6,6,6,1,
24,24,24,24,24,24,5,11,14,9,9,9,9,9,9,5,
24,24,24,24,24,24,5,9,9,9,9,9,9,9,9,5,
24,24,24,24,24,24,5,9,9,9,9,9,9,9,9,5,
24,24,24,24,24,24,5,10,9,9,9,9,9,9,9,5,
24,24,24,24,24,24,2,6,6,6,6,1,9,9,12,5,
24,24,24,24,24,24,24,24,24,24,24,5,9,9,9,5,
24,24,24,24,24,24,24,24,24,24,25,3,9,9,9,5,
24,24,24,24,24,24,24,24,24,25,6,9,9,9,9,28,
24,24,24,24,24,24,24,24,25,6,9,9,9,9,28,27,
24,24,24,24,24,24,24,25,6,11,9,9,9,28,27,24,
24,24,24,24,24,24,25,6,9,9,9,9,28,27,24,24,
6,6,6,6,6,6,3,9,9,9,9,28,27,24,24,24,
9,9,9,9,9,9,9,9,9,9,28,27,24,24,24,24,
9,9,9,9,9,9,9,9,9,1,27,24,24,24,24,24,
9,9,9,12,9,9,9,9,9,5,24,24,24,24,24,24,
