9,9,5,24,24,24,24,5,9,9,9,9,9,9,9,5,
9,9,5,24,24,24,24,5,10,9,9,9,9,9,9,5,
9,9,5,24,24,24,24,5,9,9,9,9,9,9,9,5,
9,9,5,24,24,24,24,2,3,1,9,9,9,1,6,3,
9,9,5,24,24,24,24,24,24,5,9,9,9,5,24,24,
9,9,5,24,24,24,24,24,24,5,9,9,9,5,24,24,
9,9,5,24,24,24,24,24,24,5,9,9,9,5,24,24,
12,9,5,24,24,24,24,1,2,3,9,9,9,2,3,1,
9,9,5,24,24,24,24,5,11,9,9,9,9,9,9,5,
9,9,2,6,6,6,3,5,9,9,9,9,9,9,9,5,
9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,5,
9,9,9,9,9,37,9,5,9,9,9,181,9,9,12,5,
9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,5,
6,6,6,6,6,6,3,5,9,9,9,9,9,9,9,5,
24,24,24,24,24,24,24,5,9,9,9,9,9,9,9,5,
24,24,24,24,24,24,24,2,6,6,6,6,6,6,6,3,
