111,111,111,111,111,111,111,111,111,111,111,111,111,20,67,20,
42,20,20,20,20,20,20,20,63,71,20,42,20,115,115,115,
115,115,115,20,20,20,67,20,20,20,115,115,113,99,99,99,
99,99,99,114,115,115,115,115,115,113,99,99,99,20,20,20,
20,20,20,99,99,99,99,99,99,99,20,20,20,20,20,20,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
20,20,20,20,20,42,20,20,20,20,20,20,42,20,20,20,
20,20,42,20,20,20,20,20,20,20,20,20,20,20,20,20,
20,20,20,20,20,20,20,20,42,20,20,20,20,20,20,20,
20,20,20,20,20,20,20,20,20,20,20,42,20,20,68,20,
20,20,20,20,42,20,20,20,20,20,20,20,20,20,20,20,
42,20,20,20,20,20,20,20,20,42,20,20,20,20,20,20,
20,20,20,20,68,20,20,20,20,20,20,20,42,20,20,20,
20,20,42,20,20,20,20,20,20,20,20,20,20,20,20,20,
20,20,20,20,20,42,20,20,20,20,20,20,20,20,20,20,
20,20,20,20,20,20,20,20,20,42,20,20,20,20,20,20,
