20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
20,20,20,20,20,20,20,20,20,20,42,20,20,20,20,20,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
20,20,20,20,20,20,20,44,20,20,20,20,20,20,20,20,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
20,20,20,20,20,51,47,47,47,47,47,47,47,47,52,20,
20,43,20,20,20,48,83,84,39,39,59,58,59,58,48,20,
20,20,20,20,20,48,39,39,39,39,22,57,22,57,48,20,
20,42,20,20,20,48,39,39,39,39,22,22,22,22,48,20,
20,20,20,20,20,48,39,39,39,39,22,22,22,22,48,20,
20,20,67,20,20,48,39,39,39,39,51,47,47,47,55,42,
97,98,20,20,20,48,39,39,39,39,48,45,20,20,20,63,
20,93,20,44,20,48,39,39,39,39,48,20,20,20,20,20,
52,93,20,20,20,54,47,80,47,47,55,20,20,20,20,20,
48,93,20,20,20,42,20,93,20,20,42,20,43,20,20,20,
48,94,98,20,20,20,20,93,20,20,20,20,20,20,42,20,
