39,39,39,39,39,39,5,20,20,20,20,20,20,20,110,20,
39,39,39,1,6,6,3,20,20,20,20,20,20,20,116,20,
39,39,39,5,20,20,20,20,20,20,20,20,20,20,116,67,
39,39,39,5,20,20,20,20,20,20,20,20,20,20,116,71,
3,3,3,3,20,20,20,20,20,20,20,20,20,20,116,20,
20,20,20,20,20,20,20,68,20,20,20,20,20,20,116,20,
20,20,20,20,20,20,20,20,20,20,20,20,20,110,63,20,
20,20,20,20,20,20,20,20,20,20,20,20,20,116,20,112,
20,20,20,20,20,20,20,20,20,20,20,20,20,116,20,112,
20,20,20,20,20,20,20,20,20,20,20,20,110,71,20,113,
20,20,20,20,20,20,20,20,20,20,20,20,116,63,112,99,
20,20,20,20,20,20,20,20,20,20,20,20,116,20,112,20,
20,20,20,20,20,20,20,20,20,20,20,110,20,115,113,20,
20,20,20,20,20,110,111,111,111,111,111,20,112,99,99,20,
110,111,111,111,111,63,68,20,115,115,115,115,113,20,20,20,
20,20,115,115,115,115,115,113,99,99,99,99,99,20,20,20,
