112,20,93,41,110,111,111,111,111,68,71,20,115,115,115,115,
113,20,93,41,114,115,115,115,115,115,115,113,99,99,99,99,
99,20,93,20,99,99,99,99,99,99,99,99,20,20,20,20,
172,20,93,20,172,20,20,20,20,20,20,20,20,20,20,20,
171,20,93,20,171,20,20,20,20,20,20,20,20,20,20,20,
20,20,93,20,20,20,20,20,67,20,42,20,20,20,20,20,
20,20,93,20,20,42,20,20,20,20,20,20,20,20,20,20,
20,20,93,20,20,20,20,20,20,20,20,20,20,20,20,20,
20,20,93,20,20,20,20,20,20,20,20,20,20,20,20,20,
20,20,93,20,20,42,20,20,20,20,20,20,20,20,20,20,
20,20,93,20,20,20,20,20,20,20,20,20,20,20,20,20,
20,20,93,20,20,20,20,20,42,20,20,20,20,20,20,20,
20,20,93,20,20,68,20,20,20,20,20,20,20,96,97,97,
20,20,93,20,20,20,20,20,20,20,20,20,20,93,41,20,
20,20,93,20,20,20,20,20,20,20,20,20,20,93,20,20,
20,20,93,20,20,20,42,20,20,20,20,20,20,93,20,20,
