20,20,112,20,20,20,93,20,20,20,20,20,20,20,20,20,
20,67,112,20,20,20,93,20,20,20,20,20,20,20,20,20,
115,115,113,20,20,20,93,20,20,20,20,20,20,20,20,20,
99,99,99,20,20,20,93,20,20,20,20,20,20,20,20,20,
20,20,20,20,20,20,93,71,20,20,20,20,42,20,44,20,
97,97,97,97,97,97,131,97,97,117,117,97,97,130,97,97,
20,20,20,20,20,20,20,20,41,20,20,20,71,93,20,20,
111,111,109,20,20,20,20,69,69,20,20,20,20,93,20,20,
67,71,112,20,42,20,20,41,20,20,41,20,20,93,20,20,
20,63,112,67,68,69,41,41,68,41,68,41,20,93,20,20,
20,20,112,67,41,20,20,68,20,42,20,20,20,93,20,20,
20,20,113,20,20,20,20,20,20,20,20,20,20,93,20,42,
71,112,99,20,20,20,67,20,20,20,20,20,20,93,20,20,
20,112,42,20,20,20,41,41,68,20,20,20,20,93,20,20,
20,112,20,20,20,68,20,41,41,41,20,20,20,93,20,42,
20,112,20,20,20,20,20,20,41,41,20,20,20,93,20,20,
