20,20,20,20,20,20,113,99,99,20,20,20,20,20,20,20,
20,20,20,20,20,112,99,20,20,20,20,42,20,20,20,20,
20,20,20,20,20,112,20,20,20,20,20,20,20,20,20,20,
20,20,20,42,20,112,20,20,20,20,20,20,20,20,20,20,
20,20,20,20,41,113,20,20,20,20,42,20,20,20,20,20,
20,20,41,115,113,99,20,20,20,20,20,20,20,20,20,20,
41,41,113,99,99,20,20,20,20,20,20,20,20,20,20,20,
115,113,99,20,20,20,20,42,20,20,20,20,20,20,20,20,
99,99,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
20,20,42,20,42,20,20,20,20,20,20,20,20,20,20,20,
20,42,42,20,20,20,20,20,20,20,20,20,20,20,20,20,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
