20,20,20,20,20,20,20,20,20,20,20,-1,-1,-1,-1,-1,
20,20,20,20,20,20,20,20,20,20,20,-1,-1,-1,-1,-1,
20,20,20,20,20,20,20,20,20,20,20,-1,-1,-1,-1,-1,
20,20,20,20,20,20,20,20,20,20,20,-1,-1,-1,-1,-1,
40,20,20,20,20,20,20,20,20,20,20,-1,-1,-1,-1,-1,
40,20,20,20,20,20,20,20,20,20,20,-1,-1,-1,-1,-1,
40,20,20,20,20,20,20,20,20,20,20,-1,-1,-1,-1,-1,
20,20,20,20,68,20,20,20,20,20,20,-1,-1,-1,-1,-1,
20,20,20,20,20,20,20,20,20,20,20,-1,-1,-1,-1,-1,
20,20,20,20,20,20,20,20,20,20,20,-1,-1,-1,-1,-1,
20,20,20,20,20,20,42,20,20,20,20,-1,-1,-1,-1,-1,
20,63,20,20,20,20,20,20,20,20,20,-1,-1,-1,-1,-1,
6,6,6,6,6,6,1,20,20,20,20,-1,-1,-1,-1,-1,
39,39,39,39,39,56,5,20,20,20,20,-1,-1,-1,-1,-1,
39,39,39,39,39,39,5,20,20,20,20,-1,-1,-1,-1,-1,
39,39,39,39,39,39,5,20,20,20,20,-1,-1,-1,-1,-1,
