20,69,68,20,20,20,20,20,20,20,20,20,20,20,20,73,
20,67,69,69,20,20,20,20,20,20,20,20,20,20,20,20,
20,20,41,41,41,20,20,20,20,20,71,20,20,44,20,20,
41,20,41,68,20,42,20,20,20,20,71,71,20,20,20,20,
41,71,41,41,20,20,20,20,68,20,20,20,20,20,20,20,
20,20,20,20,20,20,20,41,41,20,20,20,20,20,20,20,
20,20,20,20,43,20,20,41,20,20,20,20,20,20,20,20,
20,20,20,20,20,20,41,41,20,20,20,42,20,20,20,20,
20,20,20,20,20,69,41,41,20,20,20,42,20,20,20,20,
20,20,41,20,20,41,41,20,20,20,20,42,20,20,20,20,
20,68,20,41,41,68,41,42,20,42,42,20,20,20,110,111,
20,20,20,20,20,68,41,20,42,42,20,20,20,20,116,20,
42,20,20,20,20,20,20,42,42,20,20,20,20,110,20,20,
20,20,20,20,20,20,20,20,20,20,20,20,20,116,42,20,
20,20,20,20,20,20,20,20,20,110,111,111,111,20,20,20,
111,111,109,20,20,20,20,20,110,20,20,20,71,20,20,20,
