93,20,42,20,20,116,67,20,73,20,42,20,20,20,20,20,
93,20,20,20,20,114,115,115,115,41,20,20,20,20,63,20,
93,20,69,20,20,99,99,99,99,114,115,41,20,20,20,20,
93,20,20,20,20,20,20,20,20,99,99,116,20,42,20,20,
93,20,20,20,51,47,47,47,52,20,20,116,20,20,20,20,
93,20,20,20,48,39,39,50,48,20,20,114,41,20,20,20,
93,20,42,20,48,39,39,49,48,20,20,99,116,20,20,20,
134,20,20,20,48,39,39,173,48,20,20,20,116,68,20,20,
94,98,20,20,54,80,54,47,55,20,20,20,114,41,20,20,
20,93,20,20,20,93,20,20,20,20,20,20,99,116,42,20,
20,93,20,20,20,93,20,51,47,47,47,52,20,116,20,20,
20,189,97,97,97,134,20,48,39,39,173,48,110,42,20,20,
20,93,42,20,20,94,98,48,39,39,39,48,116,20,20,20,
20,134,41,44,20,20,93,54,55,80,54,55,116,20,67,20,
97,93,20,20,20,20,94,97,97,95,20,20,114,115,20,20,
152,93,20,20,20,20,20,20,20,20,20,20,99,99,116,42,
